date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:21:53	20363/20363	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2010%20May%202022%2008:21:53%20GMT	https://looksrare.org/_next/static/chunks/133-4e46da04b0765644.js	/Users/joshhung/Desktop/%e5%9b%9b%e4%b8%8b/code/FirstTry/looksrare.org/_next/static/chunks/133-4e46da04b0765644.js	(from https://looksrare.org/explore)
16:21:55	40206/40206	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2010%20May%202022%2008:21:54%20GMT	https://looksrare.org/_next/static/chunks/0-8f4d8eb9342bfa89.js	/Users/joshhung/Desktop/%e5%9b%9b%e4%b8%8b/code/FirstTry/looksrare.org/_next/static/chunks/0-8f4d8eb9342bfa89.js	(from https://looksrare.org/explore)
16:21:55	6623/6623	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2010%20May%202022%2008:21:55%20GMT	https://looksrare.org/_next/static/chunks/pages/explore-6a4908c01425f341.js	/Users/joshhung/Desktop/%e5%9b%9b%e4%b8%8b/code/FirstTry/looksrare.org/_next/static/chunks/pages/explore-6a4908c01425f341.js	(from https://looksrare.org/explore)
16:21:57	4051/4051	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2010%20May%202022%2008:21:57%20GMT	https://looksrare.org/_next/static/chunks/pages/collections-c3387413f24f3c47.js	/Users/joshhung/Desktop/%e5%9b%9b%e4%b8%8b/code/FirstTry/looksrare.org/_next/static/chunks/pages/collections-c3387413f24f3c47.js	(from https://looksrare.org/collections)
16:21:58	193803/193803	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20May%202022%2008:21:56%20GMT	https://looksrare.org/explore/activity	/Users/joshhung/Desktop/%e5%9b%9b%e4%b8%8b/code/FirstTry/looksrare.org/explore/activity.html	(from https://looksrare.org/explore)
16:21:59	308614/308614	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20May%202022%2008:21:59%20GMT	https://looksrare.org/collections/0x4E1f41613c9084FdB9E34E11fAE9412427480e56	/Users/joshhung/Desktop/%e5%9b%9b%e4%b8%8b/code/FirstTry/looksrare.org/collections/0x4E1f41613c9084FdB9E34E11fAE9412427480e56.html	(from https://looksrare.org/collections)
16:22:00	300751/300751	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20May%202022%2008:22:00%20GMT	https://looksrare.org/collections/0xcE25E60A89F200B1fA40f6c313047FFe386992c3	/Users/joshhung/Desktop/%e5%9b%9b%e4%b8%8b/code/FirstTry/looksrare.org/collections/0xcE25E60A89F200B1fA40f6c313047FFe386992c3.html	(from https://looksrare.org/collections)
16:22:00	418573/418573	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20May%202022%2008:22:00%20GMT	https://looksrare.org/collections/0x7Bd29408f11D2bFC23c34f18275bBf23bB716Bc7	/Users/joshhung/Desktop/%e5%9b%9b%e4%b8%8b/code/FirstTry/looksrare.org/collections/0x7Bd29408f11D2bFC23c34f18275bBf23bB716Bc7.html	(from https://looksrare.org/collections)
16:22:02	332146/332146	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20May%202022%2008:22:01%20GMT	https://looksrare.org/collections/0xba30E5F9Bb24caa003E9f2f0497Ad287FDF95623	/Users/joshhung/Desktop/%e5%9b%9b%e4%b8%8b/code/FirstTry/looksrare.org/collections/0xba30E5F9Bb24caa003E9f2f0497Ad287FDF95623.html	(from https://looksrare.org/collections)
16:22:03	312892/312892	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20May%202022%2008:22:02%20GMT	https://looksrare.org/collections/0xFb10b1717C92e9cc2d634080c3c337808408D9E1	/Users/joshhung/Desktop/%e5%9b%9b%e4%b8%8b/code/FirstTry/looksrare.org/collections/0xFb10b1717C92e9cc2d634080c3c337808408D9E1.html	(from https://looksrare.org/collections)
16:22:04	300061/300061	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20May%202022%2008:22:03%20GMT	https://looksrare.org/collections/0x497a9A79e82e6fC0FF10a16f6F75e6fcd5aE65a8	/Users/joshhung/Desktop/%e5%9b%9b%e4%b8%8b/code/FirstTry/looksrare.org/collections/0x497a9A79e82e6fC0FF10a16f6F75e6fcd5aE65a8.html	(from https://looksrare.org/collections)
16:22:04	296412/296412	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20May%202022%2008:22:05%20GMT	https://looksrare.org/collections/0xe0176bA60efddb29Cac5b15338C9962dAee9de0c	/Users/joshhung/Desktop/%e5%9b%9b%e4%b8%8b/code/FirstTry/looksrare.org/collections/0xe0176bA60efddb29Cac5b15338C9962dAee9de0c.html	(from https://looksrare.org/collections)
16:22:06	276185/276185	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20May%202022%2008:22:06%20GMT	https://looksrare.org/collections/0x22c36BfdCef207F9c0CC941936eff94D4246d14A	/Users/joshhung/Desktop/%e5%9b%9b%e4%b8%8b/code/FirstTry/looksrare.org/collections/0x22c36BfdCef207F9c0CC941936eff94D4246d14A.html	(from https://looksrare.org/collections)
16:22:07	344538/344538	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20May%202022%2008:22:07%20GMT	https://looksrare.org/collections/0x9378368ba6b85c1FbA5b131b530f5F5bEdf21A18	/Users/joshhung/Desktop/%e5%9b%9b%e4%b8%8b/code/FirstTry/looksrare.org/collections/0x9378368ba6b85c1FbA5b131b530f5F5bEdf21A18.html	(from https://looksrare.org/collections)
